dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar100,resnet18,adaptive_patch,0.05,raw512,raw,,,512,-0.030646,2.203382,476,2500,100,0.3
cifar100,resnet18,adaptive_patch,0.05,pca50,pca,,,50,-0.016323,1.993562,476,2500,100,0.3
cifar100,resnet18,adaptive_patch,0.05,pca2,pca,,,2,0.300433,0.847285,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p15_s0,tsne,15.0,0,2,0.160783,0.871983,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p15_s1,tsne,15.0,1,2,0.143675,0.973069,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p15_s2,tsne,15.0,2,2,0.164026,0.853774,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p15_s3,tsne,15.0,3,2,0.158582,0.886135,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p15_s4,tsne,15.0,4,2,0.15561,0.901909,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p30_s0,tsne,30.0,0,2,0.081828,1.052937,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p30_s1,tsne,30.0,1,2,0.092496,1.012575,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p30_s2,tsne,30.0,2,2,0.071003,1.153662,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p30_s3,tsne,30.0,3,2,0.012857,1.425321,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p30_s4,tsne,30.0,4,2,0.056363,1.155433,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p50_s0,tsne,50.0,0,2,0.093322,1.022791,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p50_s1,tsne,50.0,1,2,0.091338,0.981992,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p50_s2,tsne,50.0,2,2,0.088284,1.00924,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p50_s3,tsne,50.0,3,2,0.0966,0.960741,476,2500,100,0.2
cifar100,resnet18,adaptive_patch,0.05,tsne_p50_s4,tsne,50.0,4,2,0.084755,0.973396,476,2500,100,0.2
