dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar10,resnet18,wanet,0.003,raw512,raw,,,512,0.473293,1.333162,4981,136,10,0.4
cifar10,resnet18,wanet,0.003,pca50,pca,,,50,0.476055,1.314433,4981,136,10,0.4
cifar10,resnet18,wanet,0.003,pca2,pca,,,2,0.567643,6.759398,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p15_s0,tsne,15.0,0,2,0.201522,1.154101,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p15_s1,tsne,15.0,1,2,0.203315,1.159675,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p15_s2,tsne,15.0,2,2,0.200969,1.148473,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p15_s3,tsne,15.0,3,2,0.200121,1.164855,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p15_s4,tsne,15.0,4,2,0.203225,1.16271,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p30_s0,tsne,30.0,0,2,0.207447,5.100637,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p30_s1,tsne,30.0,1,2,0.212895,3.329484,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p30_s2,tsne,30.0,2,2,0.18712,0.884764,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p30_s3,tsne,30.0,3,2,0.216641,1.746818,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p30_s4,tsne,30.0,4,2,0.227908,1.092925,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p50_s0,tsne,50.0,0,2,0.205665,1.756998,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p50_s1,tsne,50.0,1,2,0.211351,3.419955,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p50_s2,tsne,50.0,2,2,0.224475,1.573119,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p50_s3,tsne,50.0,3,2,0.218137,1.715839,4981,136,10,0.3
cifar10,resnet18,wanet,0.003,tsne_p50_s4,tsne,50.0,4,2,0.216202,1.429901,4981,136,10,0.3
