dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
imagenette,resnet18,adaptive_blend,0.05,raw512,raw,,,512,0.047869,3.204912,925,473,10,0.1
imagenette,resnet18,adaptive_blend,0.05,pca50,pca,,,50,0.048525,3.172841,925,473,10,0.1
imagenette,resnet18,adaptive_blend,0.05,pca2,pca,,,2,0.058953,3.51362,925,473,10,0.1
imagenette,resnet18,adaptive_blend,0.05,tsne_p15_s0,tsne,15.0,0,2,0.049249,3.329707,925,473,10,0.1
imagenette,resnet18,adaptive_blend,0.05,tsne_p15_s1,tsne,15.0,1,2,0.046004,2.634972,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p15_s2,tsne,15.0,2,2,0.047809,2.938101,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p15_s3,tsne,15.0,3,2,0.055078,2.910877,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p15_s4,tsne,15.0,4,2,0.059508,3.003477,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p30_s0,tsne,30.0,0,2,0.057761,3.052055,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p30_s1,tsne,30.0,1,2,0.062656,3.059412,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p30_s2,tsne,30.0,2,2,0.060413,3.138392,925,473,10,0.1
imagenette,resnet18,adaptive_blend,0.05,tsne_p30_s3,tsne,30.0,3,2,0.060439,2.942327,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p30_s4,tsne,30.0,4,2,0.062675,3.149929,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p50_s0,tsne,50.0,0,2,0.063716,3.141447,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p50_s1,tsne,50.0,1,2,0.062134,3.14266,925,473,10,0.0
imagenette,resnet18,adaptive_blend,0.05,tsne_p50_s2,tsne,50.0,2,2,0.062969,3.088647,925,473,10,0.1
imagenette,resnet18,adaptive_blend,0.05,tsne_p50_s3,tsne,50.0,3,2,0.065406,3.052734,925,473,10,0.1
imagenette,resnet18,adaptive_blend,0.05,tsne_p50_s4,tsne,50.0,4,2,0.063207,3.062539,925,473,10,0.0
