dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar100,resnet18,bpp,0.05,raw512,raw,,,512,0.592436,1.20492,476,2500,100,0.3
cifar100,resnet18,bpp,0.05,pca50,pca,,,50,0.609466,1.119199,476,2500,100,0.3
cifar100,resnet18,bpp,0.05,pca2,pca,,,2,0.789941,0.332374,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p15_s0,tsne,15.0,0,2,0.425688,0.625286,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p15_s1,tsne,15.0,1,2,0.424275,0.625084,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p15_s2,tsne,15.0,2,2,0.422656,0.629309,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p15_s3,tsne,15.0,3,2,0.433216,0.611391,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p15_s4,tsne,15.0,4,2,0.426279,0.62257,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p30_s0,tsne,30.0,0,2,0.534879,0.469116,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p30_s1,tsne,30.0,1,2,0.53272,0.468344,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p30_s2,tsne,30.0,2,2,0.530163,0.471287,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p30_s3,tsne,30.0,3,2,0.527883,0.474156,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p30_s4,tsne,30.0,4,2,0.527963,0.474738,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p50_s0,tsne,50.0,0,2,0.612161,0.364072,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p50_s1,tsne,50.0,1,2,0.613158,0.363167,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p50_s2,tsne,50.0,2,2,0.613944,0.363196,476,2500,100,0.3
cifar100,resnet18,bpp,0.05,tsne_p50_s3,tsne,50.0,3,2,0.616702,0.36076,476,2500,100,0.2
cifar100,resnet18,bpp,0.05,tsne_p50_s4,tsne,50.0,4,2,0.613607,0.363642,476,2500,100,0.2
