dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar100,resnet18,grond,0.003,raw512,raw,,,512,0.028152,4.40424,350,150,1,0.0
cifar100,resnet18,grond,0.003,pca50,pca,,,50,0.033577,4.130754,350,150,1,0.0
cifar100,resnet18,grond,0.003,pca2,pca,,,2,0.117167,2.227748,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p15_s0,tsne,15.0,0,2,0.171987,1.898474,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p15_s1,tsne,15.0,1,2,0.176444,1.854016,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p15_s2,tsne,15.0,2,2,0.231384,1.500676,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p15_s3,tsne,15.0,3,2,0.168018,1.917045,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p15_s4,tsne,15.0,4,2,0.182969,1.69955,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p30_s0,tsne,30.0,0,2,0.151888,2.739972,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p30_s1,tsne,30.0,1,2,0.212625,1.601698,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p30_s2,tsne,30.0,2,2,0.191211,1.586605,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p30_s3,tsne,30.0,3,2,0.215211,1.44465,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p30_s4,tsne,30.0,4,2,0.115297,2.771951,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p50_s0,tsne,50.0,0,2,0.127876,2.29997,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p50_s1,tsne,50.0,1,2,0.160852,1.830755,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p50_s2,tsne,50.0,2,2,0.15509,2.476423,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p50_s3,tsne,50.0,3,2,0.176593,1.781706,350,150,1,0.0
cifar100,resnet18,grond,0.003,tsne_p50_s4,tsne,50.0,4,2,0.199761,1.503388,350,150,1,0.0
