dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar100,resnet18,dfst,0.05,raw512,raw,,,512,0.497581,1.620762,500,2500,99,0.3
cifar100,resnet18,dfst,0.05,pca50,pca,,,50,0.516869,1.501657,500,2500,99,0.3
cifar100,resnet18,dfst,0.05,pca2,pca,,,2,0.728254,0.526333,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p15_s0,tsne,15.0,0,2,0.476843,0.50005,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p15_s1,tsne,15.0,1,2,0.469139,0.522063,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p15_s2,tsne,15.0,2,2,0.476389,0.506774,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p15_s3,tsne,15.0,3,2,0.477424,0.503699,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p15_s4,tsne,15.0,4,2,0.468407,0.520429,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p30_s0,tsne,30.0,0,2,0.513655,0.461582,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p30_s1,tsne,30.0,1,2,0.512537,0.46359,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p30_s2,tsne,30.0,2,2,0.510137,0.470611,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p30_s3,tsne,30.0,3,2,0.516917,0.46171,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p30_s4,tsne,30.0,4,2,0.51631,0.464688,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p50_s0,tsne,50.0,0,2,0.528813,0.444708,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p50_s1,tsne,50.0,1,2,0.541489,0.436214,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p50_s2,tsne,50.0,2,2,0.540084,0.437451,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p50_s3,tsne,50.0,3,2,0.526746,0.444027,500,2500,99,0.2
cifar100,resnet18,dfst,0.05,tsne_p50_s4,tsne,50.0,4,2,0.529731,0.444996,500,2500,99,0.2
