dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
imagenette,resnet18,narcissus,0.05,raw512,raw,,,512,0.023511,6.135559,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,pca50,pca,,,50,0.024002,6.073077,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,pca2,pca,,,2,0.048455,3.804595,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p15_s0,tsne,15.0,0,2,0.039698,4.404758,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p15_s1,tsne,15.0,1,2,0.043587,4.371673,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p15_s2,tsne,15.0,2,2,0.040364,4.425146,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p15_s3,tsne,15.0,3,2,0.042593,4.269558,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p15_s4,tsne,15.0,4,2,0.040953,4.500499,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p30_s0,tsne,30.0,0,2,0.040113,4.555856,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p30_s1,tsne,30.0,1,2,0.040084,4.586904,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p30_s2,tsne,30.0,2,2,0.039796,4.604972,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p30_s3,tsne,30.0,3,2,0.040018,4.52868,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p30_s4,tsne,30.0,4,2,0.040211,4.562008,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p50_s0,tsne,50.0,0,2,0.031057,5.383735,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p50_s1,tsne,50.0,1,2,0.033597,5.147294,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p50_s2,tsne,50.0,2,2,0.031739,5.35577,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p50_s3,tsne,50.0,3,2,0.031463,5.378457,490,473,1,0.0
imagenette,resnet18,narcissus,0.05,tsne_p50_s4,tsne,50.0,4,2,0.031707,5.362594,490,473,1,0.0
