dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar100,resnet18,narcissus,0.003,raw512,raw,,,512,0.026807,5.5001,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,pca50,pca,,,50,0.030161,5.215572,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,pca2,pca,,,2,0.054599,3.400408,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p15_s0,tsne,15.0,0,2,0.021719,4.921657,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p15_s1,tsne,15.0,1,2,0.036006,3.989112,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p15_s2,tsne,15.0,2,2,0.045288,3.980404,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p15_s3,tsne,15.0,3,2,0.031381,4.769313,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p15_s4,tsne,15.0,4,2,0.061863,4.067835,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p30_s0,tsne,30.0,0,2,0.029015,5.29927,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p30_s1,tsne,30.0,1,2,0.065265,3.665593,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p30_s2,tsne,30.0,2,2,0.034135,4.762718,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p30_s3,tsne,30.0,3,2,0.052895,4.085503,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p30_s4,tsne,30.0,4,2,0.044635,3.904905,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p50_s0,tsne,50.0,0,2,0.064179,3.600619,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p50_s1,tsne,50.0,1,2,0.065962,3.221454,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p50_s2,tsne,50.0,2,2,0.057008,4.209181,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p50_s3,tsne,50.0,3,2,0.07305,3.143488,350,150,1,0.0
cifar100,resnet18,narcissus,0.003,tsne_p50_s4,tsne,50.0,4,2,0.058952,4.050483,350,150,1,0.0
