dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar10,resnet18,bpp,0.05,raw512,raw,,,512,0.419027,0.848502,4730,2500,10,0.7
cifar10,resnet18,bpp,0.05,pca50,pca,,,50,0.426539,0.828264,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,pca2,pca,,,2,0.736041,0.354052,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p15_s0,tsne,15.0,0,2,0.436821,0.733107,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p15_s1,tsne,15.0,1,2,0.437248,0.733409,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p15_s2,tsne,15.0,2,2,0.438309,0.732552,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p15_s3,tsne,15.0,3,2,0.437717,0.732663,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p15_s4,tsne,15.0,4,2,0.437845,0.733078,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p30_s0,tsne,30.0,0,2,0.501257,0.636211,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p30_s1,tsne,30.0,1,2,0.502053,0.636276,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p30_s2,tsne,30.0,2,2,0.501737,0.635602,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p30_s3,tsne,30.0,3,2,0.499378,0.641759,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p30_s4,tsne,30.0,4,2,0.502423,0.635314,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p50_s0,tsne,50.0,0,2,0.564602,0.545035,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p50_s1,tsne,50.0,1,2,0.565069,0.543596,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p50_s2,tsne,50.0,2,2,0.564985,0.543256,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p50_s3,tsne,50.0,3,2,0.564296,0.544968,4730,2500,10,0.6
cifar10,resnet18,bpp,0.05,tsne_p50_s4,tsne,50.0,4,2,0.56684,0.538293,4730,2500,10,0.6
