dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
imagenette,resnet18,dfst,0.003,raw512,raw,,,512,0.204969,1.096972,963,28,9,0.0
imagenette,resnet18,dfst,0.003,pca50,pca,,,50,0.207566,1.087681,963,28,9,0.1
imagenette,resnet18,dfst,0.003,pca2,pca,,,2,0.185074,1.395812,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p15_s0,tsne,15.0,0,2,0.234468,0.894826,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p15_s1,tsne,15.0,1,2,0.274826,0.94895,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p15_s2,tsne,15.0,2,2,0.278003,0.986176,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p15_s3,tsne,15.0,3,2,0.216561,0.931131,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p15_s4,tsne,15.0,4,2,0.304765,0.927925,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p30_s0,tsne,30.0,0,2,0.240622,0.856044,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p30_s1,tsne,30.0,1,2,0.247234,0.952137,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p30_s2,tsne,30.0,2,2,0.282837,1.079928,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p30_s3,tsne,30.0,3,2,0.230965,0.899877,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p30_s4,tsne,30.0,4,2,0.271271,0.901173,963,28,9,0.1
imagenette,resnet18,dfst,0.003,tsne_p50_s0,tsne,50.0,0,2,0.228933,0.968332,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p50_s1,tsne,50.0,1,2,0.221101,1.084106,963,28,9,0.0
imagenette,resnet18,dfst,0.003,tsne_p50_s2,tsne,50.0,2,2,0.221066,1.081658,963,28,9,0.1
imagenette,resnet18,dfst,0.003,tsne_p50_s3,tsne,50.0,3,2,0.230916,0.996527,963,28,9,0.1
imagenette,resnet18,dfst,0.003,tsne_p50_s4,tsne,50.0,4,2,0.234227,0.856352,963,28,9,0.0
