dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar10,resnet18,badnet,0.05,raw512,raw,,,512,0.061669,2.263173,4742,2500,10,0.7
cifar10,resnet18,badnet,0.05,pca50,pca,,,50,0.066446,2.182168,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,pca2,pca,,,2,0.032463,3.059377,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p15_s0,tsne,15.0,0,2,0.429556,0.649084,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p15_s1,tsne,15.0,1,2,0.43536,0.642306,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p15_s2,tsne,15.0,2,2,0.433767,0.644455,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p15_s3,tsne,15.0,3,2,0.432005,0.646794,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p15_s4,tsne,15.0,4,2,0.430839,0.649105,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p30_s0,tsne,30.0,0,2,0.506484,0.574971,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p30_s1,tsne,30.0,1,2,0.506584,0.574971,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p30_s2,tsne,30.0,2,2,0.50527,0.576994,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p30_s3,tsne,30.0,3,2,0.505732,0.576443,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p30_s4,tsne,30.0,4,2,0.507929,0.572112,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p50_s0,tsne,50.0,0,2,0.560453,0.46969,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p50_s1,tsne,50.0,1,2,0.558176,0.475628,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p50_s2,tsne,50.0,2,2,0.565284,0.467804,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p50_s3,tsne,50.0,3,2,0.5685,0.46069,4742,2500,10,0.6
cifar10,resnet18,badnet,0.05,tsne_p50_s4,tsne,50.0,4,2,0.569064,0.467568,4742,2500,10,0.6
