dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar100,resnet18,adaptive_patch,0.003,raw512,raw,,,512,0.182346,1.164383,496,150,82,0.2
cifar100,resnet18,adaptive_patch,0.003,pca50,pca,,,50,0.18525,1.139963,496,150,82,0.2
cifar100,resnet18,adaptive_patch,0.003,pca2,pca,,,2,0.239844,1.127945,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p15_s0,tsne,15.0,0,2,0.063195,2.031765,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p15_s1,tsne,15.0,1,2,0.104451,2.248204,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p15_s2,tsne,15.0,2,2,0.00117,2.6441,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p15_s3,tsne,15.0,3,2,0.066967,2.423211,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p15_s4,tsne,15.0,4,2,0.095053,1.850076,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p30_s0,tsne,30.0,0,2,0.112937,1.907353,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p30_s1,tsne,30.0,1,2,0.050832,2.205967,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p30_s2,tsne,30.0,2,2,0.092051,2.307428,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p30_s3,tsne,30.0,3,2,0.093966,2.190467,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p30_s4,tsne,30.0,4,2,0.11217,1.769761,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p50_s0,tsne,50.0,0,2,0.142994,1.864157,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p50_s1,tsne,50.0,1,2,0.174058,2.156022,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p50_s2,tsne,50.0,2,2,0.143507,1.676019,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p50_s3,tsne,50.0,3,2,0.148605,1.326422,496,150,82,0.1
cifar100,resnet18,adaptive_patch,0.003,tsne_p50_s4,tsne,50.0,4,2,0.152304,3.048902,496,150,82,0.1
