dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar10,resnet18,adaptive_blend,0.003,raw512,raw,,,512,0.282548,1.914656,4986,150,10,0.4
cifar10,resnet18,adaptive_blend,0.003,pca50,pca,,,50,0.285014,1.883934,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,pca2,pca,,,2,0.293068,1.898569,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p15_s0,tsne,15.0,0,2,0.132161,3.276158,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p15_s1,tsne,15.0,1,2,0.133289,3.293231,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p15_s2,tsne,15.0,2,2,0.13427,3.264458,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p15_s3,tsne,15.0,3,2,0.133447,3.238854,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p15_s4,tsne,15.0,4,2,0.132528,3.30302,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p30_s0,tsne,30.0,0,2,0.149163,4.928428,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p30_s1,tsne,30.0,1,2,0.153656,6.149105,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p30_s2,tsne,30.0,2,2,0.144579,5.486149,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p30_s3,tsne,30.0,3,2,0.14646,6.538163,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p30_s4,tsne,30.0,4,2,0.150625,4.073711,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p50_s0,tsne,50.0,0,2,0.151846,3.537004,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p50_s1,tsne,50.0,1,2,0.146493,3.778031,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p50_s2,tsne,50.0,2,2,0.167284,3.8842,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p50_s3,tsne,50.0,3,2,0.161871,3.621656,4986,150,10,0.3
cifar10,resnet18,adaptive_blend,0.003,tsne_p50_s4,tsne,50.0,4,2,0.150502,3.201784,4986,150,10,0.3
