dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar100,resnet18,wanet,0.05,raw512,raw,,,512,0.179294,1.487725,476,2500,100,0.3
cifar100,resnet18,wanet,0.05,pca50,pca,,,50,0.205065,1.348066,476,2500,100,0.3
cifar100,resnet18,wanet,0.05,pca2,pca,,,2,0.521663,0.611177,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p15_s0,tsne,15.0,0,2,0.417278,0.497317,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p15_s1,tsne,15.0,1,2,0.416166,0.498721,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p15_s2,tsne,15.0,2,2,0.416134,0.488737,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p15_s3,tsne,15.0,3,2,0.406559,0.496021,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p15_s4,tsne,15.0,4,2,0.417996,0.491551,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p30_s0,tsne,30.0,0,2,0.48092,0.419922,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p30_s1,tsne,30.0,1,2,0.474137,0.429658,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p30_s2,tsne,30.0,2,2,0.482384,0.416851,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p30_s3,tsne,30.0,3,2,0.480244,0.442095,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p30_s4,tsne,30.0,4,2,0.484501,0.423514,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p50_s0,tsne,50.0,0,2,0.542909,0.372954,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p50_s1,tsne,50.0,1,2,0.532084,0.382909,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p50_s2,tsne,50.0,2,2,0.529502,0.388424,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p50_s3,tsne,50.0,3,2,0.53249,0.386463,476,2500,100,0.2
cifar100,resnet18,wanet,0.05,tsne_p50_s4,tsne,50.0,4,2,0.521816,0.386078,476,2500,100,0.2
