dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
imagenette,resnet18,grond,0.003,raw512,raw,,,512,0.009289,4.750969,935,28,1,0.0
imagenette,resnet18,grond,0.003,pca50,pca,,,50,0.009053,4.712587,935,28,1,0.1
imagenette,resnet18,grond,0.003,pca2,pca,,,2,-0.036582,10.179463,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p15_s0,tsne,15.0,0,2,-0.022625,16.168479,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p15_s1,tsne,15.0,1,2,-0.005261,11.589253,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p15_s2,tsne,15.0,2,2,-0.025048,19.935361,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p15_s3,tsne,15.0,3,2,-0.030968,8.192552,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p15_s4,tsne,15.0,4,2,0.003043,19.921716,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p30_s0,tsne,30.0,0,2,0.01704,32.139645,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p30_s1,tsne,30.0,1,2,0.021154,30.363056,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p30_s2,tsne,30.0,2,2,0.019409,35.472702,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p30_s3,tsne,30.0,3,2,0.014183,58.098056,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p30_s4,tsne,30.0,4,2,0.056378,16.571557,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p50_s0,tsne,50.0,0,2,-0.008501,25.520383,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p50_s1,tsne,50.0,1,2,-0.078147,8.172749,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p50_s2,tsne,50.0,2,2,-0.0114,9.110545,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p50_s3,tsne,50.0,3,2,-0.015833,8.294882,935,28,1,0.0
imagenette,resnet18,grond,0.003,tsne_p50_s4,tsne,50.0,4,2,0.005064,23.50895,935,28,1,0.0
