dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
cifar10,resnet18,narcissus,0.05,raw512,raw,,,512,0.190034,2.214415,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,pca50,pca,,,50,0.196418,2.163708,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,pca2,pca,,,2,0.411256,0.977803,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p15_s0,tsne,15.0,0,2,0.448136,0.871771,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p15_s1,tsne,15.0,1,2,0.443173,0.883766,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p15_s2,tsne,15.0,2,2,0.448204,0.870937,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p15_s3,tsne,15.0,3,2,0.444716,0.881153,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p15_s4,tsne,15.0,4,2,0.445508,0.878227,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p30_s0,tsne,30.0,0,2,0.484864,0.784407,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p30_s1,tsne,30.0,1,2,0.485943,0.778544,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p30_s2,tsne,30.0,2,2,0.483992,0.790317,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p30_s3,tsne,30.0,3,2,0.493704,0.761931,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p30_s4,tsne,30.0,4,2,0.494006,0.754269,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p50_s0,tsne,50.0,0,2,0.501466,0.742316,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p50_s1,tsne,50.0,1,2,0.501737,0.748967,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p50_s2,tsne,50.0,2,2,0.507676,0.728438,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p50_s3,tsne,50.0,3,2,0.510752,0.730144,2500,2500,1,0.3
cifar10,resnet18,narcissus,0.05,tsne_p50_s4,tsne,50.0,4,2,0.502521,0.743095,2500,2500,1,0.3
