dataset,model,attack,poison_rate,embedding,method,perplexity,seed,dim,SS,CDBI,n_benign,n_poisoned,n_source_classes,seconds
imagenette,resnet18,wanet,0.003,raw512,raw,,,512,0.345993,1.095696,957,40,10,0.0
imagenette,resnet18,wanet,0.003,pca50,pca,,,50,0.348778,1.083276,957,40,10,0.1
imagenette,resnet18,wanet,0.003,pca2,pca,,,2,0.490028,1.448586,957,40,10,0.0
imagenette,resnet18,wanet,0.003,tsne_p15_s0,tsne,15.0,0,2,0.174505,1.655397,957,40,10,0.0
imagenette,resnet18,wanet,0.003,tsne_p15_s1,tsne,15.0,1,2,0.197015,1.753978,957,40,10,0.0
imagenette,resnet18,wanet,0.003,tsne_p15_s2,tsne,15.0,2,2,0.189604,1.540875,957,40,10,0.0
imagenette,resnet18,wanet,0.003,tsne_p15_s3,tsne,15.0,3,2,0.191902,1.51061,957,40,10,0.1
imagenette,resnet18,wanet,0.003,tsne_p15_s4,tsne,15.0,4,2,0.189411,1.546202,957,40,10,0.1
imagenette,resnet18,wanet,0.003,tsne_p30_s0,tsne,30.0,0,2,0.193831,0.776678,957,40,10,0.1
imagenette,resnet18,wanet,0.003,tsne_p30_s1,tsne,30.0,1,2,0.191027,0.81218,957,40,10,0.1
imagenette,resnet18,wanet,0.003,tsne_p30_s2,tsne,30.0,2,2,0.197098,0.882229,957,40,10,0.1
imagenette,resnet18,wanet,0.003,tsne_p30_s3,tsne,30.0,3,2,0.195062,0.76729,957,40,10,0.0
imagenette,resnet18,wanet,0.003,tsne_p30_s4,tsne,30.0,4,2,0.198726,0.898327,957,40,10,0.0
imagenette,resnet18,wanet,0.003,tsne_p50_s0,tsne,50.0,0,2,0.199579,0.934347,957,40,10,0.0
imagenette,resnet18,wanet,0.003,tsne_p50_s1,tsne,50.0,1,2,0.190679,1.489908,957,40,10,0.1
imagenette,resnet18,wanet,0.003,tsne_p50_s2,tsne,50.0,2,2,0.195856,1.580156,957,40,10,0.0
imagenette,resnet18,wanet,0.003,tsne_p50_s3,tsne,50.0,3,2,0.194549,0.889849,957,40,10,0.0
imagenette,resnet18,wanet,0.003,tsne_p50_s4,tsne,50.0,4,2,0.197613,1.363582,957,40,10,0.0
