variant,attack,dataset,model,poison_rate,target_class,BA,ASR,SS,CDBI,DSWD,UCLC,TAC,TUP,n_benign,n_poisoned,seconds
t1,badnet,cifar10,resnet18,0.05,1,0.9457,1.0,0.471825,0.529905,2.156044,6.547799,3.730363,16.473347,4748,2500,1641.1
